estrategia,mes_absoluto,anio,mes_calendario,fecha,ocupacion_asumida,ingreso_bruto,gastos,ingreso_neto,ingreso_neto_acumulado,balance_acumulado,roi_acumulado
3. Turistico (Airbnb/Booking),81,7,5,2033-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,115740.4791746198,-148384.0208253802,0.4864067206329893
4. Mixto (curso+verano),81,7,5,2033-05-01,0.95,833.625,207.83496458333332,625.7900354166667,61968.474523531164,-202156.02547646884,0.2604264531352434
1. Residencial anual,82,7,6,2033-06-01,0.95,912.0,212.92933958333333,699.0706604166667,57323.794154166666,-206800.70584583335,0.24090688864957624
2. Estudiantil x habitacion,82,7,6,2033-06-01,0.95,833.625,207.83496458333332,625.7900354166667,44915.175404166665,-219209.32459583334,0.18875887961406457
3. Turistico (Airbnb/Booking),82,7,6,2033-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,117244.64083503648,-146879.85916496353,0.4927280556210821
4. Mixto (curso+verano),82,7,6,2033-06-01,0.95,833.625,207.83496458333332,625.7900354166667,62594.26455894783,-201530.23544105218,0.2630563755366582
1. Residencial anual,83,7,7,2033-07-01,0.95,912.0,212.92933958333333,699.0706604166667,58022.864814583336,-206101.63518541667,0.2438447775355467
2. Estudiantil x habitacion,83,7,7,2033-07-01,0.3,263.25,170.76058958333334,92.48941041666667,45007.66481458333,-219116.83518541668,0.18914757224031659
3. Turistico (Airbnb/Booking),83,7,7,2033-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,118800.86041458334,-145323.63958541665,0.49926816732331725
4. Mixto (curso+verano),83,7,7,2033-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,64150.484138494685,-199974.01586150532,0.2695964872388934
1. Residencial anual,84,7,8,2033-08-01,0.95,912.0,212.92933958333333,699.0706604166667,58721.935475,-205402.564525,0.2467826664215171
2. Estudiantil x habitacion,84,7,8,2033-08-01,0.3,263.25,170.76058958333334,92.48941041666667,45100.154225,-219024.345775,0.1895362648665686
3. Turistico (Airbnb/Booking),84,7,8,2033-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,120376.134515,-143748.36548500002,0.505888356860685
4. Mixto (curso+verano),84,7,8,2033-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,65725.75823891135,-198398.74176108866,0.2762166767762612
1. Residencial anual,85,8,9,2033-09-01,0.95,912.0,212.92933958333333,699.0706604166667,59421.00613541667,-204703.49386458332,0.24972055530748757
2. Estudiantil x habitacion,85,8,9,2033-09-01,0.95,833.625,207.83496458333332,625.7900354166667,45725.94426041667,-218398.55573958333,0.19216618726798348
3. Turistico (Airbnb/Booking),85,8,9,2033-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,121932.35409454686,-142192.14590545313,0.5124284685629201
4. Mixto (curso+verano),85,8,9,2033-09-01,0.95,833.625,207.83496458333332,625.7900354166667,66351.54827432802,-197772.951725672,0.27884659917767607
1. Residencial anual,86,8,10,2033-10-01,0.95,912.0,212.92933958333333,699.0706604166667,60120.07679583333,-204004.42320416667,0.252658444193458
2. Estudiantil x habitacion,86,8,10,2033-10-01,0.95,833.625,207.83496458333332,625.7900354166667,46351.73429583333,-217772.76570416667,0.19479610966939834
3. Turistico (Airbnb/Booking),86,8,10,2033-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,123436.51575496353,-140687.98424503647,0.518749803551013
4. Mixto (curso+verano),86,8,10,2033-10-01,0.95,833.625,207.83496458333332,625.7900354166667,66977.3383097447,-197147.1616902553,0.281476521579091
1. Residencial anual,87,8,11,2033-11-01,0.95,912.0,212.92933958333333,699.0706604166667,60819.14745625,-203305.35254375,0.2555963330794285
2. Estudiantil x habitacion,87,8,11,2033-11-01,0.95,833.625,207.83496458333332,625.7900354166667,46977.52433125,-217146.97566875,0.19742603207081322
3. Turistico (Airbnb/Booking),87,8,11,2033-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,124869.5649753802,-139254.9350246198,0.5247722839898307
4. Mixto (curso+verano),87,8,11,2033-11-01,0.95,833.625,207.83496458333332,625.7900354166667,67603.12834516136,-196521.37165483864,0.28410644398050583
1. Residencial anual,88,8,12,2033-12-01,0.95,912.0,212.92933958333333,699.0706604166667,61518.21811666667,-202606.28188333334,0.25853422196539894
2. Estudiantil x habitacion,88,8,12,2033-12-01,0.95,833.625,207.83496458333332,625.7900354166667,47603.314366666666,-216521.18563333334,0.20005595447222804
3. Turistico (Airbnb/Booking),88,8,12,2033-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,126231.50175579685,-137892.99824420316,0.5304959098793732
4. Mixto (curso+verano),88,8,12,2033-12-01,0.95,833.625,207.83496458333332,625.7900354166667,68228.91838057802,-195895.58161942198,0.2867363663819206
1. Residencial anual,89,8,1,2034-01-01,0.95,912.0,212.92933958333333,699.0706604166667,62217.28877708333,-201907.21122291667,0.26147211085136934
2. Estudiantil x habitacion,89,8,1,2034-01-01,0.95,833.625,207.83496458333332,625.7900354166667,48229.104402083336,-215895.39559791668,0.20268587687364292
3. Turistico (Airbnb/Booking),89,8,1,2034-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,127541.38061708333,-136583.11938291666,0.5360007590547734
4. Mixto (curso+verano),89,8,1,2034-01-01,0.95,833.625,207.83496458333332,625.7900354166667,68854.70841599468,-195269.79158400532,0.2893662887833355
1. Residencial anual,90,8,2,2034-02-01,0.95,912.0,212.92933958333333,699.0706604166667,62916.3594375,-201208.1405625,0.2644099997373398
2. Estudiantil x habitacion,90,8,2,2034-02-01,0.95,833.625,207.83496458333332,625.7900354166667,48854.8944375,-215269.60556250002,0.20531579927505778
3. Turistico (Airbnb/Booking),90,8,2,2034-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,128832.2049575,-135292.29504250002,0.5414255303950409
4. Mixto (curso+verano),90,8,2,2034-02-01,0.95,833.625,207.83496458333332,625.7900354166667,69480.49845141136,-194644.00154858863,0.2919962111847504
1. Residencial anual,91,8,3,2034-03-01,0.95,912.0,212.92933958333333,699.0706604166667,63615.430097916666,-200509.06990208334,0.2673478886233102
2. Estudiantil x habitacion,91,8,3,2034-03-01,0.95,833.625,207.83496458333332,625.7900354166667,49480.68447291667,-214643.81552708332,0.20794572167647266
3. Turistico (Airbnb/Booking),91,8,3,2034-03-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,130142.08381878647,-133982.4161812135,0.5469303795704411
4. Mixto (curso+verano),91,8,3,2034-03-01,0.95,833.625,207.83496458333332,625.7900354166667,70106.28848682802,-194018.21151317196,0.29462613358616524
1. Residencial anual,92,8,4,2034-04-01,0.95,912.0,212.92933958333333,699.0706604166667,64314.500758333335,-199809.99924166666,0.2702857775092807
2. Estudiantil x habitacion,92,8,4,2034-04-01,0.95,833.625,207.83496458333332,625.7900354166667,50106.47450833333,-214018.02549166666,0.2105756440778875
3. Turistico (Airbnb/Booking),92,8,4,2034-04-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,131504.02059920313,-132620.47940079687,0.5526540054599837
4. Mixto (curso+verano),92,8,4,2034-04-01,0.95,833.625,207.83496458333332,625.7900354166667,70732.07852224469,-193392.4214777553,0.2972560559875801
1. Residencial anual,93,8,5,2034-05-01,0.95,912.0,212.92933958333333,699.0706604166667,65013.57141875,-199110.92858125002,0.2732236663952511
2. Estudiantil x habitacion,93,8,5,2034-05-01,0.95,833.625,207.83496458333332,625.7900354166667,50732.26454375,-213392.23545625,0.2132055664793024
3. Turistico (Airbnb/Booking),93,8,5,2034-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,132937.06981961982,-131187.43018038018,0.5586764858988015
4. Mixto (curso+verano),93,8,5,2034-05-01,0.95,833.625,207.83496458333332,625.7900354166667,71357.86855766135,-192766.63144233864,0.29988597838899494
1. Residencial anual,94,8,6,2034-06-01,0.95,912.0,212.92933958333333,699.0706604166667,65712.64207916666,-198411.85792083334,0.2761615552812215
2. Estudiantil x habitacion,94,8,6,2034-06-01,0.95,833.625,207.83496458333332,625.7900354166667,51358.05457916667,-212766.44542083333,0.21583548888071724
3. Turistico (Airbnb/Booking),94,8,6,2034-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,134441.23148003648,-129683.26851996352,0.5649978208868942
4. Mixto (curso+verano),94,8,6,2034-06-01,0.95,833.625,207.83496458333332,625.7900354166667,71983.65859307803,-192140.84140692197,0.30251590079040985
1. Residencial anual,95,8,7,2034-07-01,0.95,912.0,212.92933958333333,699.0706604166667,66411.71273958334,-197712.78726041666,0.279099444167192
2. Estudiantil x habitacion,95,8,7,2034-07-01,0.3,263.25,170.76058958333334,92.48941041666667,51450.54398958333,-212673.95601041667,0.21622418150696926
3. Turistico (Airbnb/Booking),95,8,7,2034-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,135997.45105958334,-128127.04894041666,0.5715379325891294
4. Mixto (curso+verano),95,8,7,2034-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,73539.87817262489,-190584.62182737511,0.309056012492645
1. Residencial anual,96,8,8,2034-08-01,0.95,912.0,212.92933958333333,699.0706604166667,67110.7834,-197013.71659999999,0.2820373330531624
2. Estudiantil x habitacion,96,8,8,2034-08-01,0.3,263.25,170.76058958333334,92.48941041666667,51543.0334,-212581.46659999999,0.21661287413322128
3. Turistico (Airbnb/Booking),96,8,8,2034-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,137572.72516,-126551.77484,0.5781581221264972
4. Mixto (curso+verano),96,8,8,2034-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,75115.15227304155,-189009.34772695845,0.3156762020300128
1. Residencial anual,97,9,9,2034-09-01,0.95,912.0,212.92933958333333,699.0706604166667,67809.85406041666,-196314.64593958334,0.28497522193913283
2. Estudiantil x habitacion,97,9,9,2034-09-01,0.95,833.625,207.83496458333332,625.7900354166667,52168.82343541667,-211955.67656458332,0.21924279653463616
3. Turistico (Airbnb/Booking),97,9,9,2034-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,139128.94473954686,-124995.55526045314,0.5846982338287323
4. Mixto (curso+verano),97,9,9,2034-09-01,0.95,833.625,207.83496458333332,625.7900354166667,75740.94230845821,-188383.5576915418,0.31830612443142764
1. Residencial anual,98,9,10,2034-10-01,0.95,912.0,212.92933958333333,699.0706604166667,68508.92472083334,-195615.57527916666,0.28791311082510335
2. Estudiantil x habitacion,98,9,10,2034-10-01,0.95,833.625,207.83496458333332,625.7900354166667,52794.613470833334,-211329.88652916666,0.22187271893605098
3. Turistico (Airbnb/Booking),98,9,10,2034-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,140633.10639996352,-123491.39360003648,0.591019568816825
4. Mixto (curso+verano),98,9,10,2034-10-01,0.95,833.625,207.83496458333332,625.7900354166667,76366.73234387489,-187757.76765612513,0.32093604683284255
1. Residencial anual,99,9,11,2034-11-01,0.95,912.0,212.92933958333333,699.0706604166667,69207.99538125,-194916.50461875,0.29085099971107375
2. Estudiantil x habitacion,99,9,11,2034-11-01,0.95,833.625,207.83496458333332,625.7900354166667,53420.403506250004,-210704.09649375,0.22450264133746586
3. Turistico (Airbnb/Booking),99,9,11,2034-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,142066.1556203802,-122058.34437961981,0.5970420492556427
4. Mixto (curso+verano),99,9,11,2034-11-01,0.95,833.625,207.83496458333332,625.7900354166667,76992.52237929155,-187131.97762070847,0.3235659692342574
1. Residencial anual,100,9,12,2034-12-01,0.95,912.0,212.92933958333333,699.0706604166667,69907.06604166667,-194217.43395833333,0.2937888885970442
2. Estudiantil x habitacion,100,9,12,2034-12-01,0.95,833.625,207.83496458333332,625.7900354166667,54046.19354166667,-210078.30645833333,0.22713256373888072
3. Turistico (Airbnb/Booking),100,9,12,2034-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,143428.09240079686,-120696.40759920314,0.6027656751451853
4. Mixto (curso+verano),100,9,12,2034-12-01,0.95,833.625,207.83496458333332,625.7900354166667,77618.31241470821,-186506.1875852918,0.32619589163567225
1. Residencial anual,101,9,1,2035-01-01,0.95,912.0,212.92933958333333,699.0706604166667,70606.13670208333,-193518.36329791666,0.2967267774830146
2. Estudiantil x habitacion,101,9,1,2035-01-01,0.95,833.625,207.83496458333332,625.7900354166667,54671.98357708334,-209452.51642291667,0.2297624861402956
3. Turistico (Airbnb/Booking),101,9,1,2035-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,144737.97126208333,-119386.52873791667,0.6082705243205856
4. Mixto (curso+verano),101,9,1,2035-01-01,0.95,833.625,207.83496458333332,625.7900354166667,78244.10245012488,-185880.39754987514,0.3288258140370871
1. Residencial anual,102,9,2,2035-02-01,0.95,912.0,212.92933958333333,699.0706604166667,71305.2073625,-192819.29263749998,0.2996646663689851
2. Estudiantil x habitacion,102,9,2,2035-02-01,0.95,833.625,207.83496458333332,625.7900354166667,55297.7736125,-208826.7263875,0.23239240854171045
3. Turistico (Airbnb/Booking),102,9,2,2035-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,146028.7956025,-118095.7043975,0.6136952956608531
4. Mixto (curso+verano),102,9,2,2035-02-01,0.95,833.625,207.83496458333332,625.7900354166667,78869.89248554155,-185254.60751445845,0.331455736438502
1. Residencial anual,103,9,3,2035-03-01,0.95,912.0,212.92933958333333,699.0706604166667,72004.27802291667,-192120.22197708333,0.30260255525495555
2. Estudiantil x habitacion,103,9,3,2035-03-01,0.95,833.625,207.83496458333332,625.7900354166667,55923.56364791667,-208200.93635208334,0.23502233094312533
3. Turistico (Airbnb/Booking),103,9,3,2035-03-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,147338.67446378648,-116785.82553621352,0.6192001448362533
4. Mixto (curso+verano),103,9,3,2035-03-01,0.95,833.625,207.83496458333332,625.7900354166667,79495.68252095822,-184628.81747904178,0.33408565883991687
1. Residencial anual,104,9,4,2035-04-01,0.95,912.0,212.92933958333333,699.0706604166667,72703.34868333333,-191421.15131666668,0.30554044414092596
2. Estudiantil x habitacion,104,9,4,2035-04-01,0.95,833.625,207.83496458333332,625.7900354166667,56549.353683333335,-207575.14631666668,0.23765225334454018
3. Turistico (Airbnb/Booking),104,9,4,2035-04-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,148700.61124420314,-115423.88875579686,0.624923770725796
4. Mixto (curso+verano),104,9,4,2035-04-01,0.95,833.625,207.83496458333332,625.7900354166667,80121.47255637488,-184003.02744362512,0.3367155812413317
1. Residencial anual,105,9,5,2035-05-01,0.95,912.0,212.92933958333333,699.0706604166667,73402.41934375,-190722.08065625,0.3084783330268964
2. Estudiantil x habitacion,105,9,5,2035-05-01,0.95,833.625,207.83496458333332,625.7900354166667,57175.14371875,-206949.35628125002,0.24028217574595503
3. Turistico (Airbnb/Booking),105,9,5,2035-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,150133.6604646198,-113990.83953538019,0.6309462511646137
4. Mixto (curso+verano),105,9,5,2035-05-01,0.95,833.625,207.83496458333332,625.7900354166667,80747.26259179154,-183377.23740820846,0.33934550364274657
1. Residencial anual,106,9,6,2035-06-01,0.95,912.0,212.92933958333333,699.0706604166667,74101.49000416667,-190023.00999583333,0.3114162219128669
2. Estudiantil x habitacion,106,9,6,2035-06-01,0.95,833.625,207.83496458333332,625.7900354166667,57800.93375416667,-206323.56624583332,0.24291209814736991
3. Turistico (Airbnb/Booking),106,9,6,2035-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,151637.82212503647,-112486.67787496353,0.6372675861527063
4. Mixto (curso+verano),106,9,6,2035-06-01,0.95,833.625,207.83496458333332,625.7900354166667,81373.05262720822,-182751.44737279176,0.3419754260441615
1. Residencial anual,107,9,7,2035-07-01,0.95,912.0,212.92933958333333,699.0706604166667,74800.56066458333,-189323.93933541665,0.3143541107988373
2. Estudiantil x habitacion,107,9,7,2035-07-01,0.3,263.25,170.76058958333334,92.48941041666667,57893.423164583335,-206231.07683541666,0.2433007907736219
3. Turistico (Airbnb/Booking),107,9,7,2035-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,153194.04170458333,-110930.45829541667,0.6438076978549415
4. Mixto (curso+verano),107,9,7,2035-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,82929.27220675508,-181195.22779324494,0.34851553774639665
1. Residencial anual,108,9,8,2035-08-01,0.95,912.0,212.92933958333333,699.0706604166667,75499.631325,-188624.868675,0.3172919996848077
2. Estudiantil x habitacion,108,9,8,2035-08-01,0.3,263.25,170.76058958333334,92.48941041666667,57985.912575,-206138.587425,0.24368948339987392
3. Turistico (Airbnb/Booking),108,9,8,2035-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,154769.315805,-109355.18419500001,0.6504278873923093
4. Mixto (curso+verano),108,9,8,2035-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,84504.54630717174,-179619.95369282825,0.3551357272837644
1. Residencial anual,109,10,9,2035-09-01,0.95,912.0,212.92933958333333,699.0706604166667,76198.70198541667,-187925.79801458333,0.3202298885707782
2. Estudiantil x habitacion,109,10,9,2035-09-01,0.95,833.625,207.83496458333332,625.7900354166667,58611.702610416665,-205512.79738958334,0.24631940580128878
3. Turistico (Airbnb/Booking),109,10,9,2035-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,156325.53538454685,-107798.96461545315,0.6569679990945444
4. Mixto (curso+verano),109,10,9,2035-09-01,0.95,833.625,207.83496458333332,625.7900354166667,85130.3363425884,-178994.16365741158,0.35776564968517927
1. Residencial anual,110,10,10,2035-10-01,0.95,912.0,212.92933958333333,699.0706604166667,76897.77264583333,-187226.72735416668,0.32316777745674863
2. Estudiantil x habitacion,110,10,10,2035-10-01,0.95,833.625,207.83496458333332,625.7900354166667,59237.492645833336,-204887.00735416665,0.24894932820270366
3. Turistico (Airbnb/Booking),110,10,10,2035-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,157829.6970449635,-106294.80295503649,0.6632893340826371
4. Mixto (curso+verano),110,10,10,2035-10-01,0.95,833.625,207.83496458333332,625.7900354166667,85756.12637800508,-178368.37362199492,0.3603955720865942
1. Residencial anual,111,10,11,2035-11-01,0.95,912.0,212.92933958333333,699.0706604166667,77596.84330625,-186527.65669375,0.32610566634271904
2. Estudiantil x habitacion,111,10,11,2035-11-01,0.95,833.625,207.83496458333332,625.7900354166667,59863.28268125,-204261.21731875,0.2515792506041185
3. Turistico (Airbnb/Booking),111,10,11,2035-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,159262.7462653802,-104861.7537346198,0.6693118145214549
4. Mixto (curso+verano),111,10,11,2035-11-01,0.95,833.625,207.83496458333332,625.7900354166667,86381.91641342174,-177742.58358657826,0.363025494488009
1. Residencial anual,112,10,12,2035-12-01,0.95,912.0,212.92933958333333,699.0706604166667,78295.91396666667,-185828.58603333333,0.32904355522868955
2. Estudiantil x habitacion,112,10,12,2035-12-01,0.95,833.625,207.83496458333332,625.7900354166667,60489.07271666667,-203635.42728333332,0.25420917300553336
3. Turistico (Airbnb/Booking),112,10,12,2035-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,160624.68304579685,-103499.81695420315,0.6750354404109975
4. Mixto (curso+verano),112,10,12,2035-12-01,0.95,833.625,207.83496458333332,625.7900354166667,87007.7064488384,-177116.7935511616,0.3656554168894239
1. Residencial anual,113,10,1,2036-01-01,0.95,912.0,212.92933958333333,699.0706604166667,78994.98462708334,-185129.51537291665,0.33198144411465996
2. Estudiantil x habitacion,113,10,1,2036-01-01,0.95,833.625,207.83496458333332,625.7900354166667,61114.86275208333,-203009.63724791666,0.2568390954069482
3. Turistico (Airbnb/Booking),113,10,1,2036-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,161934.56190708332,-102189.93809291668,0.6805402895863977
4. Mixto (curso+verano),113,10,1,2036-01-01,0.95,833.625,207.83496458333332,625.7900354166667,87633.49648425507,-176491.00351574493,0.3682853392908387
1. Residencial anual,114,10,2,2036-02-01,0.95,912.0,212.92933958333333,699.0706604166667,79694.0552875,-184430.4447125,0.33491933300063037
2. Estudiantil x habitacion,114,10,2,2036-02-01,0.95,833.625,207.83496458333332,625.7900354166667,61740.6527875,-202383.8472125,0.2594690178083631
3. Turistico (Airbnb/Booking),114,10,2,2036-02-01,0.5499999999999999,2429.4159999999997,1138.5916595833332,1290.8243404166667,163225.3862475,-100899.11375250001,0.6859650609266652
4. Mixto (curso+verano),114,10,2,2036-02-01,0.95,833.625,207.83496458333332,625.7900354166667,88259.28651967175,-175865.21348032827,0.3709152616922536
1. Residencial anual,115,10,3,2036-03-01,0.95,912.0,212.92933958333333,699.0706604166667,80393.12594791666,-183731.37405208335,0.33785722188660083
2. Estudiantil x habitacion,115,10,3,2036-03-01,0.95,833.625,207.83496458333332,625.7900354166667,62366.442822916666,-201758.05717708333,0.262098940209778
3. Turistico (Airbnb/Booking),115,10,3,2036-03-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,164535.26510878647,-99589.23489121353,0.6914699101020654
4. Mixto (curso+verano),115,10,3,2036-03-01,0.95,833.625,207.83496458333332,625.7900354166667,88885.07655508841,-175239.4234449116,0.37354518409366844
1. Residencial anual,116,10,4,2036-04-01,0.95,912.0,212.92933958333333,699.0706604166667,81092.19660833334,-183032.30339166668,0.3407951107725713
2. Estudiantil x habitacion,116,10,4,2036-04-01,0.95,833.625,207.83496458333332,625.7900354166667,62992.23285833334,-201132.26714166667,0.26472886261119283
3. Turistico (Airbnb/Booking),116,10,4,2036-04-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,165897.20188920313,-98227.29811079687,0.697193535991608
4. Mixto (curso+verano),116,10,4,2036-04-01,0.95,833.625,207.83496458333332,625.7900354166667,89510.86659050507,-174613.63340949494,0.3761751064950833
1. Residencial anual,117,10,5,2036-05-01,0.95,912.0,212.92933958333333,699.0706604166667,81791.26726875,-182333.23273125,0.3437329996585417
2. Estudiantil x habitacion,117,10,5,2036-05-01,0.95,833.625,207.83496458333332,625.7900354166667,63618.02289375,-200506.47710625,0.2673587850126077
3. Turistico (Airbnb/Booking),117,10,5,2036-05-01,0.6,2650.272,1217.2227795833332,1433.049220416667,167330.2511096198,-96794.2488903802,0.7032160164304257
4. Mixto (curso+verano),117,10,5,2036-05-01,0.95,833.625,207.83496458333332,625.7900354166667,90136.65662592174,-173987.84337407828,0.37880502889649814
1. Residencial anual,118,10,6,2036-06-01,0.95,912.0,212.92933958333333,699.0706604166667,82490.33792916666,-181634.16207083332,0.34667088854451217
2. Estudiantil x habitacion,118,10,6,2036-06-01,0.95,833.625,207.83496458333332,625.7900354166667,64243.81292916667,-199880.68707083334,0.2699887074140226
3. Turistico (Airbnb/Booking),118,10,6,2036-06-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,168834.41277003646,-95290.08722996354,0.7095373514185185
4. Mixto (curso+verano),118,10,6,2036-06-01,0.95,833.625,207.83496458333332,625.7900354166667,90762.44666133841,-173362.0533386616,0.38143495129791305
1. Residencial anual,119,10,7,2036-07-01,0.95,912.0,212.92933958333333,699.0706604166667,83189.40858958333,-180935.09141041667,0.3496087774304826
2. Estudiantil x habitacion,119,10,7,2036-07-01,0.3,263.25,170.76058958333334,92.48941041666667,64336.30233958334,-199788.19766041666,0.2703774000402746
3. Turistico (Airbnb/Booking),119,10,7,2036-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,170390.63234958332,-93733.86765041668,0.7160774631207536
4. Mixto (curso+verano),119,10,7,2036-07-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,92318.66624088527,-171805.83375911473,0.3879750630001482
1. Residencial anual,120,10,8,2036-08-01,0.95,912.0,212.92933958333333,699.0706604166667,83888.47925,-180236.02075,0.35254666631645304
2. Estudiantil x habitacion,120,10,8,2036-08-01,0.3,263.25,170.76058958333334,92.48941041666667,64428.791750000004,-199695.70825,0.2707660926665266
3. Turistico (Airbnb/Booking),120,10,8,2036-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,171965.90645,-92158.59354999999,0.7226976526581215
4. Mixto (curso+verano),120,10,8,2036-08-01,0.65,2871.128,1295.8538995833335,1575.274100416667,93893.94034130193,-170230.55965869807,0.394595252537516
1. Residencial anual,121,11,9,2036-09-01,0.95,912.0,212.92933958333333,699.0706604166667,84587.54991041667,-179536.95008958335,0.3554845552024235
2. Estudiantil x habitacion,121,11,9,2036-09-01,0.95,833.625,207.83496458333332,625.7900354166667,65054.58178541667,-199069.91821458333,0.2733960150679414
3. Turistico (Airbnb/Booking),121,11,9,2036-09-01,0.6433012701892219,2841.5389065782156,1285.3193270313561,1556.2195795468597,173522.12602954687,-90602.37397045313,0.7292377643603567
4. Mixto (curso+verano),121,11,9,2036-09-01,0.95,833.625,207.83496458333332,625.7900354166667,94519.7303767186,-169604.7696232814,0.39722517493893084
1. Residencial anual,122,11,10,2036-10-01,0.95,912.0,212.92933958333333,699.0706604166667,85286.62057083333,-178837.87942916667,0.3584224440883939
2. Estudiantil x habitacion,122,11,10,2036-10-01,0.95,833.625,207.83496458333332,625.7900354166667,65680.37182083333,-198444.12817916667,0.2760259374693563
3. Turistico (Airbnb/Booking),122,11,10,2036-10-01,0.625,2760.7,1256.5383395833335,1504.1616604166666,175026.28768996353,-89098.21231003647,0.7355590993484494
4. Mixto (curso+verano),122,11,10,2036-10-01,0.95,833.625,207.83496458333332,625.7900354166667,95145.52041213527,-168978.9795878647,0.39985509734034574
1. Residencial anual,123,11,11,2036-11-01,0.95,912.0,212.92933958333333,699.0706604166667,85985.69123125,-178138.80876875,0.3613603329743644
2. Estudiantil x habitacion,123,11,11,2036-11-01,0.95,833.625,207.83496458333332,625.7900354166667,66306.16185625001,-197818.33814374998,0.2786558598707712
3. Turistico (Airbnb/Booking),123,11,11,2036-11-01,0.6,2650.272,1217.2227795833332,1433.049220416667,176459.3369103802,-87665.1630896198,0.741581579787267
4. Mixto (curso+verano),123,11,11,2036-11-01,0.95,833.625,207.83496458333332,625.7900354166667,95771.31044755194,-168353.18955244805,0.4024850197417606
1. Residencial anual,124,11,12,2036-12-01,0.95,912.0,212.92933958333333,699.0706604166667,86684.76189166667,-177439.73810833332,0.36429822186033484
2. Estudiantil x habitacion,124,11,12,2036-12-01,0.95,833.625,207.83496458333332,625.7900354166667,66931.95189166667,-197192.5481083333,0.28128578227218604
3. Turistico (Airbnb/Booking),124,11,12,2036-12-01,0.575,2539.8439999999996,1177.9072195833332,1361.9367804166666,177821.27369079686,-86303.22630920314,0.7473052056768097
4. Mixto (curso+verano),124,11,12,2036-12-01,0.95,833.625,207.83496458333332,625.7900354166667,96397.1004829686,-167727.3995170314,0.40511494214317545
1. Residencial anual,125,11,1,2037-01-01,0.95,912.0,212.92933958333333,699.0706604166667,87383.83255208333,-176740.66744791667,0.36723611074630524
2. Estudiantil x habitacion,125,11,1,2037-01-01,0.95,833.625,207.83496458333332,625.7900354166667,67557.74192708333,-196566.75807291665,0.2839157046736009
3. Turistico (Airbnb/Booking),125,11,1,2037-01-01,0.5566987298107781,2459.005093421784,1149.1262321353106,1309.8788612864735,179131.15255208334,-84993.34744791666,0.7528100548522099
4. Mixto (curso+verano),125,11,1,2037-01-01,0.95,833.625,207.83496458333332,625.7900354166667,97022.89051838526,-167101.60948161472,0.4077448645445903
