fuente;fecha_captura;id_anuncio;precio_mes;habitaciones;m2;zona;planta;ascensor;banos;garaje;tipo_alquiler;texto_original;es_duplicado_cruzado
idealista;2026-09-10;110841602;750.0;1.0;30.0;Villamontes-Boqueres;;;;False;temporada;Anuncio 110841602 (Villamontes-Boqueres) | 750 | Alquiler de temporada;False
idealista;2026-09-10;112414666;925.0;2.0;80.0;Centro;Bajo;True;;False;temporada;Anuncio 112414666 (Centro) | 925 | Alquiler de temporada;False
idealista;2026-09-10;98115702;1250.0;5.0;200.0;;;;;False;anual/no_especificado;Anuncio 98115702 | 1250 | nan;False
idealista;2026-09-10;112343782;1200.0;4.0;110.0;Centro;2ª planta;True;;False;temporada;Anuncio 112343782 (Centro) | 1200 | Alquiler de temporada;False
idealista;2026-09-10;112442856;875.0;2.0;76.0;Centro;Bajo;True;;False;anual/no_especificado;Anuncio 112442856 (Centro) | 875 | nan;False
idealista;2026-09-10;112372116;1550.0;3.0;90.0;Sol y Luz;3ª planta;True;;False;anual/no_especificado;Anuncio 112372116 (Sol y Luz) | 1550 | nan;False
idealista;2026-09-10;112453420;1050.0;3.0;90.0;Centro;3ª planta;True;;False;temporada;Anuncio 112453420 (Centro) | 1050 | Alquiler de temporada;False
idealista;2026-09-10;112434975;840.0;3.0;90.0;Centro;2ª planta;False;;False;temporada;Anuncio 112434975 (Centro) | 840 | Alquiler de temporada;False
idealista;2026-09-10;112225609;990.0;3.0;110.0;Alcalde Felipe Mallol;5ª planta;True;;False;temporada;Anuncio 112225609 (Alcalde Felipe Mallol) | 990 | Alquiler de temporada;False
idealista;2026-09-10;112237069;1200.0;4.0;121.0;Centro;2ª planta;True;;False;temporada;Anuncio 112237069 (Centro) | 1200 | Alquiler de temporada;False
idealista;2026-09-10;108923012;900.0;3.0;85.0;;1ª planta;False;;False;anual/no_especificado;Anuncio 108923012 | 900 | nan;False
idealista;2026-09-10;112222845;800.0;3.0;106.0;Centro;4ª planta;True;;False;temporada;Anuncio 112222845 (Centro) | 800 | Alquiler de temporada;False
